event_date,location,owner,impressions,clicks,new bookings,total_revenue
08/04/2024,Pet Hotel - Sydney CBD,Pet Hotel,171,77,8,680
09/04/2024,Pet Hotel - Sydney CBD,Pet Hotel,107,48,5,1360
10/04/2024,Pet Hotel - Sydney CBD,Pet Hotel,197,89,9,1360
13/04/2024,Pet Hotel - Sydney CBD,Pet Hotel,131,59,6,750
14/04/2024,Pet Hotel - Sydney CBD,Pet Hotel,161,72,7,750
15/04/2024,Pet Hotel - Sydney CBD,Pet Hotel,183,82,8,670
16/04/2024,Pet Hotel - Sydney CBD,Pet Hotel,180,81,8,450
17/04/2024,Pet Hotel - Sydney CBD,Pet Hotel,142,64,6,300
18/04/2024,Pet Hotel - Sydney CBD,Pet Hotel,141,63,6,450
19/04/2024,Pet Hotel - Sydney CBD,Pet Hotel,100,45,5,150
20/04/2024,Pet Hotel - Sydney CBD,Pet Hotel,129,58,6,2100
21/04/2024,Pet Hotel - Sydney CBD,Pet Hotel,150,68,7,450
22/04/2024,Pet Hotel - Sydney CBD,Pet Hotel,152,68,7,900
23/04/2024,Pet Hotel - Sydney CBD,Pet Hotel,189,85,9,750
24/04/2024,Pet Hotel - Sydney CBD,Pet Hotel,159,72,7,1950
25/04/2024,Pet Hotel - Sydney CBD,Pet Hotel,195,88,9,70
26/04/2024,Pet Hotel - Sydney CBD,Pet Hotel,128,58,6,1650
27/04/2024,Pet Hotel - Sydney CBD,Pet Hotel,108,49,5,450
28/04/2024,Pet Hotel - Sydney CBD,Pet Hotel,114,51,5,600
29/04/2024,Pet Hotel - Sydney CBD,Pet Hotel,182,82,8,750
30/04/2024,Pet Hotel - Sydney CBD,Pet Hotel,158,71,7,610
01/05/2024,Pet Hotel - Sydney CBD,Pet Hotel,165,74,7,150
02/05/2024,Pet Hotel - Sydney CBD,Pet Hotel,165,74,7,270
03/05/2024,Pet Hotel - Sydney CBD,Pet Hotel,182,82,8,150
04/05/2024,Pet Hotel - Sydney CBD,Pet Hotel,169,76,8,450
05/05/2024,Pet Hotel - Sydney CBD,Pet Hotel,162,73,7,450
06/05/2024,Pet Hotel - Sydney CBD,Pet Hotel,135,61,6,600
07/05/2024,Pet Hotel - Sydney CBD,Pet Hotel,102,46,5,680
08/05/2024,Pet Hotel - Sydney CBD,Pet Hotel,154,69,7,1360
09/05/2024,Pet Hotel - Sydney CBD,Pet Hotel,126,57,6,340
10/05/2024,Pet Hotel - Sydney CBD,Pet Hotel,122,55,6,340
13/05/2024,Pet Hotel - Sydney CBD,Pet Hotel,155,70,7,750
14/05/2024,Pet Hotel - Sydney CBD,Pet Hotel,193,87,9,740
15/05/2024,Pet Hotel - Sydney CBD,Pet Hotel,161,72,7,520
16/05/2024,Pet Hotel - Sydney CBD,Pet Hotel,168,76,8,450
17/05/2024,Pet Hotel - Sydney CBD,Pet Hotel,149,67,7,300
18/05/2024,Pet Hotel - Sydney CBD,Pet Hotel,189,85,9,450
19/05/2024,Pet Hotel - Sydney CBD,Pet Hotel,117,53,5,150
20/05/2024,Pet Hotel - Sydney CBD,Pet Hotel,186,84,8,2100
21/05/2024,Pet Hotel - Sydney CBD,Pet Hotel,131,59,6,450
22/05/2024,Pet Hotel - Sydney CBD,Pet Hotel,164,74,7,900
23/05/2024,Pet Hotel - Sydney CBD,Pet Hotel,131,59,6,750
24/05/2024,Pet Hotel - Sydney CBD,Pet Hotel,195,88,9,1950
25/05/2024,Pet Hotel - Sydney CBD,Pet Hotel,163,73,7,70
26/05/2024,Pet Hotel - Sydney CBD,Pet Hotel,149,67,7,1650
27/05/2024,Pet Hotel - Sydney CBD,Pet Hotel,114,51,5,450
28/05/2024,Pet Hotel - Sydney CBD,Pet Hotel,130,59,6,600
29/05/2024,Pet Hotel - Sydney CBD,Pet Hotel,138,62,6,750
30/05/2024,Pet Hotel - Sydney CBD,Pet Hotel,126,57,6,600
31/05/2024,Pet Hotel - Sydney CBD,Pet Hotel,125,56,6,150
01/06/2024,Pet Hotel - Sydney CBD,Pet Hotel,113,51,5,300
02/06/2024,Pet Hotel - Sydney CBD,Pet Hotel,135,61,6,600
03/06/2024,Pet Hotel - Sydney CBD,Pet Hotel,142,64,6,150
04/06/2024,Pet Hotel - Sydney CBD,Pet Hotel,177,80,8,600
05/06/2024,Pet Hotel - Sydney CBD,Pet Hotel,143,64,6,600
06/06/2024,Pet Hotel - Sydney CBD,Pet Hotel,108,49,5,1050
07/06/2024,Pet Hotel - Sydney CBD,Pet Hotel,102,46,5,1360
08/06/2024,Pet Hotel - Sydney CBD,Pet Hotel,182,82,8,340
09/06/2024,Pet Hotel - Sydney CBD,Pet Hotel,157,71,7,1530
10/06/2024,Pet Hotel - Sydney CBD,Pet Hotel,162,73,7,1360
13/06/2024,Pet Hotel - Sydney CBD,Pet Hotel,154,69,7,600
14/06/2024,Pet Hotel - Sydney CBD,Pet Hotel,185,83,8,450
15/06/2024,Pet Hotel - Sydney CBD,Pet Hotel,115,52,5,450
16/06/2024,Pet Hotel - Sydney CBD,Pet Hotel,148,67,7,300
17/06/2024,Pet Hotel - Sydney CBD,Pet Hotel,107,48,5,450
18/06/2024,Pet Hotel - Sydney CBD,Pet Hotel,126,57,6,150
19/06/2024,Pet Hotel - Sydney CBD,Pet Hotel,200,90,9,2100
20/06/2024,Pet Hotel - Sydney CBD,Pet Hotel,167,75,8,450
21/06/2024,Pet Hotel - Sydney CBD,Pet Hotel,153,69,7,900
22/06/2024,Pet Hotel - Sydney CBD,Pet Hotel,119,54,5,750
23/06/2024,Pet Hotel - Sydney CBD,Pet Hotel,186,84,8,1945
24/06/2024,Pet Hotel - Sydney CBD,Pet Hotel,184,83,8,70
25/06/2024,Pet Hotel - Sydney CBD,Pet Hotel,146,66,7,1650
26/06/2024,Pet Hotel - Sydney CBD,Pet Hotel,161,72,7,450
27/06/2024,Pet Hotel - Sydney CBD,Pet Hotel,108,49,5,600
28/06/2024,Pet Hotel - Sydney CBD,Pet Hotel,189,85,9,610
29/06/2024,Pet Hotel - Sydney CBD,Pet Hotel,192,86,9,600
30/06/2024,Pet Hotel - Sydney CBD,Pet Hotel,197,89,9,150
01/07/2024,Pet Hotel - Sydney CBD,Pet Hotel,144,65,7,600
02/07/2024,Pet Hotel - Sydney CBD,Pet Hotel,182,82,8,1050
03/07/2024,Pet Hotel - Sydney CBD,Pet Hotel,188,85,9,600
04/07/2024,Pet Hotel - Sydney CBD,Pet Hotel,143,64,6,1050
05/07/2024,Pet Hotel - Sydney CBD,Pet Hotel,195,88,9,1050
06/07/2024,Pet Hotel - Sydney CBD,Pet Hotel,176,79,8,300
07/07/2024,Pet Hotel - Sydney CBD,Pet Hotel,111,50,5,340
08/07/2024,Pet Hotel - Sydney CBD,Pet Hotel,176,79,8,1292
09/07/2024,Pet Hotel - Sydney CBD,Pet Hotel,165,74,7,680
10/07/2024,Pet Hotel - Sydney CBD,Pet Hotel,152,68,7,680
11/07/2024,Pet Hotel - Sydney CBD,Pet Hotel,190,86,9,0
13/07/2024,Pet Hotel - Sydney CBD,Pet Hotel,121,54,5,680
14/07/2024,Pet Hotel - Sydney CBD,Pet Hotel,179,81,8,580
15/07/2024,Pet Hotel - Sydney CBD,Pet Hotel,132,59,6,510
16/07/2024,Pet Hotel - Sydney CBD,Pet Hotel,127,57,6,340
17/07/2024,Pet Hotel - Sydney CBD,Pet Hotel,132,59,6,285
18/07/2024,Pet Hotel - Sydney CBD,Pet Hotel,125,56,6,170
19/07/2024,Pet Hotel - Sydney CBD,Pet Hotel,128,58,6,2278
20/07/2024,Pet Hotel - Sydney CBD,Pet Hotel,194,87,9,510
21/07/2024,Pet Hotel - Sydney CBD,Pet Hotel,175,79,8,1020
22/07/2024,Pet Hotel - Sydney CBD,Pet Hotel,173,78,8,850
23/07/2024,Pet Hotel - Sydney CBD,Pet Hotel,195,88,9,2040
24/07/2024,Pet Hotel - Sydney CBD,Pet Hotel,122,55,6,70
25/07/2024,Pet Hotel - Sydney CBD,Pet Hotel,179,81,8,1870
26/07/2024,Pet Hotel - Sydney CBD,Pet Hotel,162,73,7,510
27/07/2024,Pet Hotel - Sydney CBD,Pet Hotel,141,63,6,680
28/07/2024,Pet Hotel - Sydney CBD,Pet Hotel,194,87,9,510
29/07/2024,Pet Hotel - Sydney CBD,Pet Hotel,163,73,7,680
30/07/2024,Pet Hotel - Sydney CBD,Pet Hotel,147,66,7,170
31/07/2024,Pet Hotel - Sydney CBD,Pet Hotel,104,47,5,170
01/08/2024,Pet Hotel - Sydney CBD,Pet Hotel,191,86,9,1050
02/08/2024,Pet Hotel - Sydney CBD,Pet Hotel,149,67,7,300
03/08/2024,Pet Hotel - Sydney CBD,Pet Hotel,103,46,5,1200
04/08/2024,Pet Hotel - Sydney CBD,Pet Hotel,161,72,7,300
05/08/2024,Pet Hotel - Sydney CBD,Pet Hotel,121,54,5,300
06/08/2024,Pet Hotel - Sydney CBD,Pet Hotel,108,49,5,300
07/08/2024,Pet Hotel - Sydney CBD,Pet Hotel,161,72,7,340
08/08/2024,Pet Hotel - Sydney CBD,Pet Hotel,144,65,7,510
09/08/2024,Pet Hotel - Sydney CBD,Pet Hotel,184,83,8,340
10/08/2024,Pet Hotel - Sydney CBD,Pet Hotel,175,79,8,340
11/08/2024,Pet Hotel - Sydney CBD,Pet Hotel,144,65,7,0
13/08/2024,Pet Hotel - Sydney CBD,Pet Hotel,176,79,8,580
14/08/2024,Pet Hotel - Sydney CBD,Pet Hotel,124,56,6,510
15/08/2024,Pet Hotel - Sydney CBD,Pet Hotel,182,82,8,340
16/08/2024,Pet Hotel - Sydney CBD,Pet Hotel,194,87,9,170
17/08/2024,Pet Hotel - Sydney CBD,Pet Hotel,197,89,9,170
18/08/2024,Pet Hotel - Sydney CBD,Pet Hotel,117,53,5,2040
19/08/2024,Pet Hotel - Sydney CBD,Pet Hotel,132,59,6,510
20/08/2024,Pet Hotel - Sydney CBD,Pet Hotel,182,82,8,1020
21/08/2024,Pet Hotel - Sydney CBD,Pet Hotel,117,53,5,850
22/08/2024,Pet Hotel - Sydney CBD,Pet Hotel,191,86,9,2040
23/08/2024,Pet Hotel - Sydney CBD,Pet Hotel,145,65,7,70
24/08/2024,Pet Hotel - Sydney CBD,Pet Hotel,151,68,7,1870
25/08/2024,Pet Hotel - Sydney CBD,Pet Hotel,178,80,8,510
26/08/2024,Pet Hotel - Sydney CBD,Pet Hotel,116,52,5,680
27/08/2024,Pet Hotel - Sydney CBD,Pet Hotel,104,47,5,510
28/08/2024,Pet Hotel - Sydney CBD,Pet Hotel,129,58,6,680
29/08/2024,Pet Hotel - Sydney CBD,Pet Hotel,157,71,7,170
30/08/2024,Pet Hotel - Sydney CBD,Pet Hotel,172,77,8,170
31/08/2024,Pet Hotel - Sydney CBD,Pet Hotel,193,87,9,272
01/09/2024,Pet Hotel - Sydney CBD,Pet Hotel,140,63,6,300
02/09/2024,Pet Hotel - Sydney CBD,Pet Hotel,179,81,8,300
03/09/2024,Pet Hotel - Sydney CBD,Pet Hotel,114,51,5,300
04/09/2024,Pet Hotel - Sydney CBD,Pet Hotel,148,67,7,300
05/09/2024,Pet Hotel - Sydney CBD,Pet Hotel,131,59,6,300
06/09/2024,Pet Hotel - Sydney CBD,Pet Hotel,123,55,6,450
07/09/2024,Pet Hotel - Sydney CBD,Pet Hotel,189,85,9,510
08/09/2024,Pet Hotel - Sydney CBD,Pet Hotel,174,78,8,340
09/09/2024,Pet Hotel - Sydney CBD,Pet Hotel,150,68,7,170
10/09/2024,Pet Hotel - Sydney CBD,Pet Hotel,140,63,6,170
13/09/2024,Pet Hotel - Sydney CBD,Pet Hotel,141,63,6,510
14/09/2024,Pet Hotel - Sydney CBD,Pet Hotel,184,83,8,340
15/09/2024,Pet Hotel - Sydney CBD,Pet Hotel,138,62,6,22.67
16/09/2024,Pet Hotel - Sydney CBD,Pet Hotel,126,57,6,170
17/09/2024,Pet Hotel - Sydney CBD,Pet Hotel,113,51,5,2040
18/09/2024,Pet Hotel - Sydney CBD,Pet Hotel,168,76,8,0
19/09/2024,Pet Hotel - Sydney CBD,Pet Hotel,148,67,7,1020
20/09/2024,Pet Hotel - Sydney CBD,Pet Hotel,117,53,5,850
21/09/2024,Pet Hotel - Sydney CBD,Pet Hotel,135,61,6,2040
22/09/2024,Pet Hotel - Sydney CBD,Pet Hotel,123,55,6,70
23/09/2024,Pet Hotel - Sydney CBD,Pet Hotel,156,70,7,1870
24/09/2024,Pet Hotel - Sydney CBD,Pet Hotel,191,86,9,510
25/09/2024,Pet Hotel - Sydney CBD,Pet Hotel,172,77,8,680
26/09/2024,Pet Hotel - Sydney CBD,Pet Hotel,150,68,7,436.33
27/09/2024,Pet Hotel - Sydney CBD,Pet Hotel,170,77,8,680
28/09/2024,Pet Hotel - Sydney CBD,Pet Hotel,107,48,5,170
29/09/2024,Pet Hotel - Sydney CBD,Pet Hotel,165,74,7,170
30/09/2024,Pet Hotel - Sydney CBD,Pet Hotel,198,89,9,170
01/10/2024,Pet Hotel - Sydney CBD,Pet Hotel,182,82,8,150
02/10/2024,Pet Hotel - Sydney CBD,Pet Hotel,162,73,7,450
03/10/2024,Pet Hotel - Sydney CBD,Pet Hotel,101,45,5,300
04/10/2024,Pet Hotel - Sydney CBD,Pet Hotel,184,83,8,450
05/10/2024,Pet Hotel - Sydney CBD,Pet Hotel,157,71,7,450
06/10/2024,Pet Hotel - Sydney CBD,Pet Hotel,121,54,5,300
07/10/2024,Pet Hotel - Sydney CBD,Pet Hotel,161,72,7,340
08/10/2024,Pet Hotel - Sydney CBD,Pet Hotel,119,54,5,170
09/10/2024,Pet Hotel - Sydney CBD,Pet Hotel,170,77,8,680
10/10/2024,Pet Hotel - Sydney CBD,Pet Hotel,157,71,7,674.33
13/10/2024,Pet Hotel - Sydney CBD,Pet Hotel,109,49,5,510
14/10/2024,Pet Hotel - Sydney CBD,Pet Hotel,101,45,5,340
15/10/2024,Pet Hotel - Sydney CBD,Pet Hotel,105,47,5,22.67
16/10/2024,Pet Hotel - Sydney CBD,Pet Hotel,118,53,5,170
17/10/2024,Pet Hotel - Sydney CBD,Pet Hotel,195,88,9,2040
19/10/2024,Pet Hotel - Sydney CBD,Pet Hotel,173,78,8,1020
20/10/2024,Pet Hotel - Sydney CBD,Pet Hotel,152,68,7,850
21/10/2024,Pet Hotel - Sydney CBD,Pet Hotel,191,86,9,1932.33
22/10/2024,Pet Hotel - Sydney CBD,Pet Hotel,126,57,6,70
23/10/2024,Pet Hotel - Sydney CBD,Pet Hotel,142,64,6,1870
24/10/2024,Pet Hotel - Sydney CBD,Pet Hotel,125,56,6,510
25/10/2024,Pet Hotel - Sydney CBD,Pet Hotel,122,55,6,680
26/10/2024,Pet Hotel - Sydney CBD,Pet Hotel,152,68,7,340
27/10/2024,Pet Hotel - Sydney CBD,Pet Hotel,180,81,8,680
28/10/2024,Pet Hotel - Sydney CBD,Pet Hotel,155,70,7,170
29/10/2024,Pet Hotel - Sydney CBD,Pet Hotel,148,67,7,170
30/10/2024,Pet Hotel - Sydney CBD,Pet Hotel,189,85,9,170
31/10/2024,Pet Hotel - Sydney CBD,Pet Hotel,138,62,6,340
01/01/2024,Pet Hotel - Brisbane CBD,Pet Hotel,106,48,5,2150
02/01/2024,Pet Hotel - Brisbane CBD,Pet Hotel,179,81,8,1550
03/01/2024,Pet Hotel - Brisbane CBD,Pet Hotel,125,56,6,1775
04/01/2024,Pet Hotel - Brisbane CBD,Pet Hotel,102,46,5,2330
05/01/2024,Pet Hotel - Brisbane CBD,Pet Hotel,199,90,9,2330
06/01/2024,Pet Hotel - Brisbane CBD,Pet Hotel,195,88,9,1160
07/01/2024,Pet Hotel - Brisbane CBD,Pet Hotel,129,58,6,1160
08/01/2024,Pet Hotel - Brisbane CBD,Pet Hotel,155,70,7,800
09/01/2024,Pet Hotel - Brisbane CBD,Pet Hotel,198,89,9,4440
10/01/2024,Pet Hotel - Brisbane CBD,Pet Hotel,190,86,9,4440
11/01/2024,Pet Hotel - Brisbane CBD,Pet Hotel,102,46,5,700
12/01/2024,Pet Hotel - Brisbane CBD,Pet Hotel,113,51,5,0
13/01/2024,Pet Hotel - Brisbane CBD,Pet Hotel,181,81,8,725
14/01/2024,Pet Hotel - Brisbane CBD,Pet Hotel,173,78,8,1155
15/01/2024,Pet Hotel - Brisbane CBD,Pet Hotel,169,76,8,755
16/01/2024,Pet Hotel - Brisbane CBD,Pet Hotel,134,60,6,780
17/01/2024,Pet Hotel - Brisbane CBD,Pet Hotel,188,85,9,350
18/01/2024,Pet Hotel - Brisbane CBD,Pet Hotel,174,78,8,775
19/01/2024,Pet Hotel - Brisbane CBD,Pet Hotel,138,62,6,630
20/01/2024,Pet Hotel - Brisbane CBD,Pet Hotel,106,48,5,1150
21/01/2024,Pet Hotel - Brisbane CBD,Pet Hotel,120,54,5,780
22/01/2024,Pet Hotel - Brisbane CBD,Pet Hotel,154,69,7,730
24/01/2024,Pet Hotel - Brisbane CBD,Pet Hotel,160,72,7,400
25/01/2024,Pet Hotel - Brisbane CBD,Pet Hotel,193,87,9,400
26/01/2024,Pet Hotel - Brisbane CBD,Pet Hotel,131,59,6,385
28/01/2024,Pet Hotel - Brisbane CBD,Pet Hotel,112,50,5,1365
29/01/2024,Pet Hotel - Brisbane CBD,Pet Hotel,182,82,8,350
30/01/2024,Pet Hotel - Brisbane CBD,Pet Hotel,179,81,8,3335
31/01/2024,Pet Hotel - Brisbane CBD,Pet Hotel,176,79,8,1775
01/02/2024,Pet Hotel - Brisbane CBD,Pet Hotel,178,80,8,1550
02/02/2024,Pet Hotel - Brisbane CBD,Pet Hotel,170,77,8,446.67
03/02/2024,Pet Hotel - Brisbane CBD,Pet Hotel,159,72,7,1550
04/02/2024,Pet Hotel - Brisbane CBD,Pet Hotel,150,68,7,1160
05/02/2024,Pet Hotel - Brisbane CBD,Pet Hotel,149,67,7,1160
06/02/2024,Pet Hotel - Brisbane CBD,Pet Hotel,161,72,7,800
07/02/2024,Pet Hotel - Brisbane CBD,Pet Hotel,194,87,9,800
08/02/2024,Pet Hotel - Brisbane CBD,Pet Hotel,131,59,6,4590
09/02/2024,Pet Hotel - Brisbane CBD,Pet Hotel,113,51,5,700
10/02/2024,Pet Hotel - Brisbane CBD,Pet Hotel,154,69,7,700
11/02/2024,Pet Hotel - Brisbane CBD,Pet Hotel,109,49,5,1475
13/02/2024,Pet Hotel - Brisbane CBD,Pet Hotel,169,76,8,1155
14/02/2024,Pet Hotel - Brisbane CBD,Pet Hotel,128,58,6,755
15/02/2024,Pet Hotel - Brisbane CBD,Pet Hotel,166,75,8,780
16/02/2024,Pet Hotel - Brisbane CBD,Pet Hotel,194,87,9,750
17/02/2024,Pet Hotel - Brisbane CBD,Pet Hotel,186,84,8,775
18/02/2024,Pet Hotel - Brisbane CBD,Pet Hotel,107,48,5,630
19/02/2024,Pet Hotel - Brisbane CBD,Pet Hotel,194,87,9,1150
20/02/2024,Pet Hotel - Brisbane CBD,Pet Hotel,148,67,7,406.67
21/02/2024,Pet Hotel - Brisbane CBD,Pet Hotel,143,64,6,730
22/02/2024,Pet Hotel - Brisbane CBD,Pet Hotel,137,62,6,0
23/02/2024,Pet Hotel - Brisbane CBD,Pet Hotel,182,82,8,400
24/02/2024,Pet Hotel - Brisbane CBD,Pet Hotel,175,79,8,400
25/02/2024,Pet Hotel - Brisbane CBD,Pet Hotel,162,73,7,385
26/02/2024,Pet Hotel - Brisbane CBD,Pet Hotel,169,76,8,400
27/02/2024,Pet Hotel - Brisbane CBD,Pet Hotel,199,90,9,1365
28/02/2024,Pet Hotel - Brisbane CBD,Pet Hotel,185,83,8,350
29/02/2024,Pet Hotel - Brisbane CBD,Pet Hotel,120,54,5,2985
01/03/2024,Pet Hotel - Brisbane CBD,Pet Hotel,182,82,8,780
03/03/2024,Pet Hotel - Brisbane CBD,Pet Hotel,137,62,6,380
04/03/2024,Pet Hotel - Brisbane CBD,Pet Hotel,150,68,7,800
05/03/2024,Pet Hotel - Brisbane CBD,Pet Hotel,118,53,5,800
06/03/2024,Pet Hotel - Brisbane CBD,Pet Hotel,101,45,5,4415
07/03/2024,Pet Hotel - Brisbane CBD,Pet Hotel,155,70,7,4815
08/03/2024,Pet Hotel - Brisbane CBD,Pet Hotel,194,87,9,700
09/03/2024,Pet Hotel - Brisbane CBD,Pet Hotel,181,81,8,1475
10/03/2024,Pet Hotel - Brisbane CBD,Pet Hotel,167,75,8,1475
13/03/2024,Pet Hotel - Brisbane CBD,Pet Hotel,112,50,5,725
14/03/2024,Pet Hotel - Brisbane CBD,Pet Hotel,150,68,7,1155
15/03/2024,Pet Hotel - Brisbane CBD,Pet Hotel,172,77,8,755
16/03/2024,Pet Hotel - Brisbane CBD,Pet Hotel,112,50,5,780
17/03/2024,Pet Hotel - Brisbane CBD,Pet Hotel,118,53,5,750
18/03/2024,Pet Hotel - Brisbane CBD,Pet Hotel,108,49,5,775
19/03/2024,Pet Hotel - Brisbane CBD,Pet Hotel,119,54,5,630
20/03/2024,Pet Hotel - Brisbane CBD,Pet Hotel,179,81,8,1150
21/03/2024,Pet Hotel - Brisbane CBD,Pet Hotel,141,63,6,780
22/03/2024,Pet Hotel - Brisbane CBD,Pet Hotel,199,90,9,730
24/03/2024,Pet Hotel - Brisbane CBD,Pet Hotel,178,80,8,400
25/03/2024,Pet Hotel - Brisbane CBD,Pet Hotel,171,77,8,400
26/03/2024,Pet Hotel - Brisbane CBD,Pet Hotel,181,81,8,385
27/03/2024,Pet Hotel - Brisbane CBD,Pet Hotel,108,49,5,400
28/03/2024,Pet Hotel - Brisbane CBD,Pet Hotel,126,57,6,1365
29/03/2024,Pet Hotel - Brisbane CBD,Pet Hotel,171,77,8,350
30/03/2024,Pet Hotel - Brisbane CBD,Pet Hotel,150,68,7,1535
31/03/2024,Pet Hotel - Brisbane CBD,Pet Hotel,168,76,8,1588.33
02/04/2024,Pet Hotel - Brisbane CBD,Pet Hotel,112,50,5,4415
03/04/2024,Pet Hotel - Brisbane CBD,Pet Hotel,129,58,6,400
04/04/2024,Pet Hotel - Brisbane CBD,Pet Hotel,111,50,5,4415
05/04/2024,Pet Hotel - Brisbane CBD,Pet Hotel,122,55,6,4415
06/04/2024,Pet Hotel - Brisbane CBD,Pet Hotel,182,82,8,700
07/04/2024,Pet Hotel - Brisbane CBD,Pet Hotel,150,68,7,700
08/04/2024,Pet Hotel - Brisbane CBD,Pet Hotel,147,66,7,1475
13/04/2024,Pet Hotel - Brisbane CBD,Pet Hotel,178,80,8,1155
14/04/2024,Pet Hotel - Brisbane CBD,Pet Hotel,173,78,8,755
15/04/2024,Pet Hotel - Brisbane CBD,Pet Hotel,190,86,9,780
16/04/2024,Pet Hotel - Brisbane CBD,Pet Hotel,114,51,5,750
17/04/2024,Pet Hotel - Brisbane CBD,Pet Hotel,184,83,8,775
18/04/2024,Pet Hotel - Brisbane CBD,Pet Hotel,138,62,6,1430
19/04/2024,Pet Hotel - Brisbane CBD,Pet Hotel,198,89,9,1150
20/04/2024,Pet Hotel - Brisbane CBD,Pet Hotel,107,48,5,780
21/04/2024,Pet Hotel - Brisbane CBD,Pet Hotel,187,84,8,730
23/04/2024,Pet Hotel - Brisbane CBD,Pet Hotel,135,61,6,400
24/04/2024,Pet Hotel - Brisbane CBD,Pet Hotel,135,61,6,400
25/04/2024,Pet Hotel - Brisbane CBD,Pet Hotel,137,62,6,785
26/04/2024,Pet Hotel - Brisbane CBD,Pet Hotel,172,77,8,400
27/04/2024,Pet Hotel - Brisbane CBD,Pet Hotel,177,80,8,1365
28/04/2024,Pet Hotel - Brisbane CBD,Pet Hotel,118,53,5,350
29/04/2024,Pet Hotel - Brisbane CBD,Pet Hotel,172,77,8,1521.67
30/04/2024,Pet Hotel - Brisbane CBD,Pet Hotel,122,55,6,1425
01/05/2024,Pet Hotel - Brisbane CBD,Pet Hotel,117,53,5,4415
02/05/2024,Pet Hotel - Brisbane CBD,Pet Hotel,192,86,9,700
03/05/2024,Pet Hotel - Brisbane CBD,Pet Hotel,178,80,8,4415
04/05/2024,Pet Hotel - Brisbane CBD,Pet Hotel,138,62,6,700
05/05/2024,Pet Hotel - Brisbane CBD,Pet Hotel,113,51,5,700
06/05/2024,Pet Hotel - Brisbane CBD,Pet Hotel,174,78,8,1475
07/05/2024,Pet Hotel - Brisbane CBD,Pet Hotel,179,81,8,1475
09/05/2024,Pet Hotel - Brisbane CBD,Pet Hotel,151,68,7,400
10/05/2024,Pet Hotel - Brisbane CBD,Pet Hotel,154,69,7,253.33
13/05/2024,Pet Hotel - Brisbane CBD,Pet Hotel,161,72,7,1155
14/05/2024,Pet Hotel - Brisbane CBD,Pet Hotel,134,60,6,755
15/05/2024,Pet Hotel - Brisbane CBD,Pet Hotel,138,62,6,780
16/05/2024,Pet Hotel - Brisbane CBD,Pet Hotel,185,83,8,750
17/05/2024,Pet Hotel - Brisbane CBD,Pet Hotel,110,50,5,775
18/05/2024,Pet Hotel - Brisbane CBD,Pet Hotel,192,86,9,1030
19/05/2024,Pet Hotel - Brisbane CBD,Pet Hotel,122,55,6,1021.67
20/05/2024,Pet Hotel - Brisbane CBD,Pet Hotel,156,70,7,780
21/05/2024,Pet Hotel - Brisbane CBD,Pet Hotel,149,67,7,730
23/05/2024,Pet Hotel - Brisbane CBD,Pet Hotel,145,65,7,546.67
24/05/2024,Pet Hotel - Brisbane CBD,Pet Hotel,102,46,5,400
25/05/2024,Pet Hotel - Brisbane CBD,Pet Hotel,119,54,5,785
26/05/2024,Pet Hotel - Brisbane CBD,Pet Hotel,146,66,7,800
27/05/2024,Pet Hotel - Brisbane CBD,Pet Hotel,130,59,6,1365
28/05/2024,Pet Hotel - Brisbane CBD,Pet Hotel,161,72,7,350
29/05/2024,Pet Hotel - Brisbane CBD,Pet Hotel,156,70,7,1535
30/05/2024,Pet Hotel - Brisbane CBD,Pet Hotel,182,82,8,1045
31/05/2024,Pet Hotel - Brisbane CBD,Pet Hotel,161,72,7,2330
01/06/2024,Pet Hotel - Brisbane CBD,Pet Hotel,170,77,8,700
02/06/2024,Pet Hotel - Brisbane CBD,Pet Hotel,186,84,8,1475
03/06/2024,Pet Hotel - Brisbane CBD,Pet Hotel,198,89,9,700
04/06/2024,Pet Hotel - Brisbane CBD,Pet Hotel,135,61,6,2925
05/06/2024,Pet Hotel - Brisbane CBD,Pet Hotel,128,58,6,1475
08/06/2024,Pet Hotel - Brisbane CBD,Pet Hotel,157,71,7,400
09/06/2024,Pet Hotel - Brisbane CBD,Pet Hotel,171,77,8,380
10/06/2024,Pet Hotel - Brisbane CBD,Pet Hotel,156,70,7,380
13/06/2024,Pet Hotel - Brisbane CBD,Pet Hotel,158,71,7,755
14/06/2024,Pet Hotel - Brisbane CBD,Pet Hotel,113,51,5,780
15/06/2024,Pet Hotel - Brisbane CBD,Pet Hotel,189,85,9,750
16/06/2024,Pet Hotel - Brisbane CBD,Pet Hotel,111,50,5,775
17/06/2024,Pet Hotel - Brisbane CBD,Pet Hotel,167,75,8,1030
18/06/2024,Pet Hotel - Brisbane CBD,Pet Hotel,123,55,6,400
19/06/2024,Pet Hotel - Brisbane CBD,Pet Hotel,192,86,9,780
20/06/2024,Pet Hotel - Brisbane CBD,Pet Hotel,192,86,9,730
22/06/2024,Pet Hotel - Brisbane CBD,Pet Hotel,105,47,5,400
23/06/2024,Pet Hotel - Brisbane CBD,Pet Hotel,124,56,6,400
24/06/2024,Pet Hotel - Brisbane CBD,Pet Hotel,102,46,5,705
25/06/2024,Pet Hotel - Brisbane CBD,Pet Hotel,139,63,6,800
26/06/2024,Pet Hotel - Brisbane CBD,Pet Hotel,132,59,6,1365
27/06/2024,Pet Hotel - Brisbane CBD,Pet Hotel,103,46,5,350
